sample_id,crop_label,N,P,K,pH,soil_moisture,temperature,humidity,rainfall,solar_radiation,elevation,irrigation,previous_crop
S1084913,maize,0.313,19.22,287.05,6.66,6.73,12.73,81.39,471.96,26.59,1816.08,irrigated,wheat
S1033319,barley,0.01,1.0,94.14,6.03,10.9,5.92,62.63,123.01,16.28,2484.17,irrigated,wheat
S1018732,barley,0.04,26.31,69.28,6.72,15.34,7.6,64.29,221.5,16.87,1540.5,rainfed,wheat
S1072180,maize,0.426,33.03,275.06,6.8,10.57,20.53,56.72,189.9,14.97,918.67,rainfed,fallow
S1063743,maize,0.119,30.22,180.73,6.38,3.24,15.74,95.95,1117.3,20.83,683.17,irrigated,wheat
S1048527,sugarcane,0.356,50.81,155.71,7.33,11.06,13.13,77.75,200.19,13.27,1998.2,irrigated,vegetable
S1096308,wheat,0.59,49.38,236.32,5.51,13.61,17.96,65.99,183.86,11.6,1510.53,rainfed,fallow
S1074497,sugarcane,0.317,25.08,206.32,5.66,13.36,17.8,65.58,297.25,18.25,1095.57,rainfed,vegetable
S1056598,millet,0.062,25.07,59.37,6.26,8.03,19.36,76.66,342.98,11.92,209.2,irrigated,fallow
S1096260,mustard,0.305,48.96,192.39,6.72,12.2,11.26,26.0,112.29,13.27,2173.19,irrigated,vegetable
S1082211,wheat,0.245,39.05,10.0,5.73,19.33,23.61,54.66,355.48,21.51,732.87,rainfed,fallow
S1082019,maize,0.274,22.54,206.44,7.02,12.68,12.53,54.44,580.98,16.45,1746.54,rainfed,maize
S1030417,mustard,0.321,49.75,240.7,6.23,12.55,18.64,54.36,745.89,12.9,2011.1,rainfed,vegetable
S1006843,sugarcane,0.313,34.8,217.53,6.95,6.95,20.16,50.92,290.24,10.73,213.52,irrigated,pulses
S1009853,rice,0.01,27.81,179.07,7.13,15.43,17.98,41.38,524.7,18.81,1434.9,irrigated,maize
S1046217,mustard,0.364,34.99,158.86,6.42,15.03,22.77,55.84,136.85,24.86,673.89,rainfed,fallow
S1048403,millet,0.423,29.87,188.74,7.83,10.24,9.23,63.67,727.44,18.07,552.72,rainfed,maize
S1062854,mustard,0.388,21.29,216.21,6.59,1.77,19.25,78.66,29.45,17.97,1548.08,rainfed,pulses
S1039813,soybean,0.455,43.54,123.33,6.89,11.56,16.32,68.69,517.75,15.8,973.13,rainfed,pulses
S1091764,lentil,0.217,39.82,135.25,7.16,4.25,21.06,76.33,176.91,25.01,2107.61,rainfed,pulses
S1098804,mustard,0.121,18.09,143.09,6.46,14.15,17.48,68.25,142.82,17.12,2022.83,rainfed,vegetable
S1022999,soybean,0.481,21.83,274.54,6.32,11.04,25.02,54.54,383.78,17.86,606.2,rainfed,rice
S1082605,lentil,0.504,40.24,69.51,6.7,10.77,13.7,56.08,123.69,14.99,2242.75,rainfed,pulses
S1084014,maize,0.547,33.85,251.49,5.41,17.61,18.33,56.41,1022.21,25.54,1601.82,irrigated,rice
S1028326,millet,0.231,31.36,125.95,6.24,2.28,16.07,94.53,182.08,20.58,2366.13,irrigated,wheat
S1076914,rice,0.417,42.48,190.15,5.33,12.39,12.97,36.65,523.61,22.01,402.15,irrigated,maize
S1061652,wheat,0.344,33.58,126.98,6.83,7.34,22.29,51.8,295.98,15.11,1136.44,irrigated,wheat
S1058991,potato,0.426,32.61,288.47,7.3,15.8,19.64,54.34,66.13,18.33,1644.17,rainfed,pulses
S1020274,wheat,0.203,45.12,140.59,6.29,13.89,24.69,55.41,98.97,13.81,1967.2,rainfed,rice
S1074017,barley,0.435,37.79,309.52,6.04,12.64,11.77,66.73,177.5,21.45,1166.62,rainfed,vegetable
S1016129,mustard,0.295,19.65,181.51,7.23,10.84,15.04,59.74,160.8,21.01,1103.42,irrigated,vegetable
S1042947,wheat,0.649,43.71,14.45,6.93,7.79,5.49,100.0,181.2,13.91,1877.31,irrigated,wheat
S1056275,lentil,0.305,20.27,244.4,8.35,18.57,4.18,92.37,165.53,24.51,2211.51,rainfed,maize
S1006313,potato,0.289,25.78,137.51,7.25,16.11,19.95,65.4,82.7,17.25,673.6,irrigated,pulses
S1029391,rice,0.409,57.53,127.76,6.56,16.24,14.63,77.61,427.1,19.59,775.63,irrigated,wheat
S1019526,potato,0.367,60.89,138.84,7.81,12.86,14.36,61.43,85.73,16.99,1517.64,rainfed,vegetable
S1011861,lentil,0.389,38.97,266.42,7.68,12.54,24.15,69.22,36.51,22.1,37.08,irrigated,maize
S1047453,potato,0.347,24.58,104.73,6.79,11.8,11.34,56.31,334.96,17.64,175.69,rainfed,rice
S1029454,wheat,0.26,29.6,232.81,6.84,8.6,22.44,58.44,401.37,23.95,1695.83,irrigated,fallow
S1067926,barley,0.335,35.04,111.09,6.57,12.13,17.18,71.4,129.4,14.66,2152.79,irrigated,wheat
S1036925,sugarcane,0.33,17.58,256.5,6.74,17.36,40.09,23.55,121.51,13.13,1060.36,rainfed,wheat
S1073825,lentil,0.046,41.34,132.27,7.67,5.05,10.29,73.21,82.45,7.39,2136.07,irrigated,fallow
S1007201,millet,0.129,31.17,202.73,6.02,12.59,17.5,76.01,150.51,20.66,338.79,rainfed,rice
S1020172,millet,0.363,18.48,295.86,7.04,12.5,25.24,40.37,483.09,20.28,113.53,irrigated,pulses
S1082038,potato,0.264,18.74,114.76,6.48,11.94,24.63,52.22,220.66,15.47,971.48,irrigated,maize
S1081479,millet,0.263,21.42,169.54,5.42,16.73,24.59,56.0,261.14,20.22,1694.1,rainfed,fallow
S1042657,sugarcane,0.221,50.55,149.88,6.7,15.17,20.06,54.32,420.69,18.79,520.3,irrigated,wheat
S1041455,rice,0.419,42.17,217.33,5.55,6.97,8.54,67.87,103.08,21.42,2263.01,irrigated,pulses
S1059250,soybean,0.271,49.98,191.74,6.22,6.32,19.09,40.19,171.91,16.06,1679.69,rainfed,pulses
S1070346,maize,0.328,42.96,236.39,7.12,18.41,19.18,39.84,62.33,19.63,2174.95,rainfed,vegetable
S1041648,maize,0.321,34.56,145.9,7.97,7.47,-2.0,69.3,186.23,13.87,1625.44,rainfed,rice
S1088790,lentil,0.191,32.14,237.54,5.49,10.68,27.29,86.06,392.63,15.32,25.47,rainfed,vegetable
S1074052,wheat,0.377,35.0,114.46,6.54,10.18,19.37,36.99,364.18,16.51,1248.83,irrigated,maize
S1031078,lentil,0.208,16.37,176.08,6.34,1.95,8.96,76.65,159.18,15.46,1786.02,irrigated,maize
S1058794,wheat,0.471,49.22,237.94,7.09,15.58,23.36,35.98,333.52,22.24,1286.14,irrigated,rice
S1049035,soybean,0.231,33.49,213.1,5.84,10.54,26.8,80.05,838.0,25.1,1136.21,irrigated,fallow
S1096032,mustard,0.199,40.31,148.65,6.78,18.38,25.49,56.23,211.8,14.88,1149.2,rainfed,fallow
S1078822,rice,0.466,41.74,115.03,6.37,16.25,20.9,73.98,461.07,12.37,426.7,irrigated,pulses
S1090307,wheat,0.519,40.24,207.19,6.04,16.48,17.15,53.89,374.2,23.3,1218.55,irrigated,vegetable
S1057768,rice,0.411,27.15,222.03,5.78,6.03,14.76,65.58,261.45,20.83,2029.95,rainfed,vegetable
S1055138,potato,0.308,26.63,132.19,6.35,14.91,11.91,51.76,123.02,14.94,927.71,irrigated,pulses
S1091690,mustard,0.214,31.02,204.64,6.44,2.06,21.02,73.09,467.39,15.49,772.16,rainfed,pulses
S1007336,lentil,0.309,23.99,225.59,7.01,7.65,31.84,62.16,515.72,17.9,124.45,rainfed,pulses
S1025925,soybean,0.393,44.06,74.81,6.53,15.22,14.2,49.67,739.3,15.03,239.62,irrigated,vegetable
S1029413,mustard,0.391,36.55,182.68,6.25,6.9,17.0,56.14,50.07,10.84,1859.56,rainfed,maize
S1091854,rice,0.393,36.92,223.35,8.44,10.68,23.92,50.39,78.48,18.83,360.58,irrigated,rice
S1052827,wheat,0.211,36.09,56.55,7.4,3.85,19.89,58.79,429.19,14.99,2109.46,rainfed,rice
S1062997,soybean,0.213,23.23,186.7,5.92,7.96,7.04,76.98,311.43,22.84,2065.37,rainfed,wheat
S1067869,sugarcane,0.316,25.24,149.75,8.09,1.66,19.77,86.67,92.76,20.12,42.48,irrigated,wheat
S1034910,lentil,0.384,20.83,343.96,7.87,14.11,18.66,74.85,139.69,14.45,1558.43,irrigated,vegetable
S1001549,millet,0.383,37.43,146.61,5.44,8.4,17.16,46.9,69.18,14.27,1582.88,rainfed,vegetable
S1028303,lentil,0.369,32.97,173.23,5.95,12.19,18.49,48.84,589.81,20.48,583.98,rainfed,rice
S1050011,lentil,0.34,68.22,125.88,7.52,4.67,23.54,45.81,111.13,25.16,1081.08,rainfed,vegetable
S1019664,maize,0.405,25.78,237.65,6.95,13.53,17.63,48.83,197.67,15.35,1502.74,irrigated,fallow
S1065880,mustard,0.477,37.92,150.16,6.63,8.59,5.95,39.12,1042.86,19.4,2462.76,rainfed,wheat
S1066582,millet,0.227,43.79,202.15,6.45,19.29,6.76,64.29,89.4,18.61,2025.25,rainfed,fallow
S1073015,wheat,0.467,31.89,315.24,8.04,11.98,21.0,100.0,433.84,19.78,796.73,irrigated,maize
S1069025,rice,0.372,22.53,125.86,6.34,10.83,15.77,40.06,262.61,20.33,110.56,rainfed,pulses
S1046016,barley,0.387,27.49,174.32,5.31,8.79,10.34,66.29,355.73,21.9,1810.43,rainfed,vegetable
S1000788,barley,0.283,39.48,309.65,6.62,2.34,22.77,61.76,64.72,24.16,1155.01,rainfed,rice
S1061728,maize,0.341,19.39,134.04,6.28,14.7,24.2,37.78,146.92,14.36,136.37,rainfed,pulses
S1062975,rice,0.247,38.89,186.99,5.37,17.27,24.55,55.21,393.77,18.1,81.5,rainfed,wheat
S1038308,potato,0.197,31.76,194.21,6.05,14.74,15.34,30.42,169.56,16.61,2221.11,irrigated,maize
S1083563,rice,0.339,41.43,272.72,5.59,10.65,17.86,68.71,414.02,19.6,1123.06,rainfed,maize
S1086110,wheat,0.484,69.1,220.29,8.08,4.83,15.1,66.72,217.44,22.23,1282.57,rainfed,vegetable
S1065237,potato,0.432,36.16,152.49,7.35,11.25,16.68,67.15,432.64,22.78,1717.15,rainfed,wheat
S1009842,mustard,0.373,46.09,160.99,5.75,13.71,20.24,49.28,569.51,15.52,735.1,irrigated,vegetable
S1088063,wheat,0.346,33.75,146.84,6.74,12.31,27.52,41.06,99.81,14.46,536.85,rainfed,maize
S1016098,soybean,0.389,45.05,194.98,4.77,17.83,22.08,63.83,1049.48,23.59,1179.84,irrigated,vegetable
S1097292,maize,0.269,57.36,164.04,7.39,14.17,14.43,58.43,396.65,15.95,1471.54,rainfed,rice
S1057503,millet,0.01,26.03,180.57,8.6,11.21,16.14,64.18,585.6,21.75,1856.58,rainfed,fallow
S1081967,lentil,0.269,35.59,224.77,6.79,10.68,7.03,60.35,469.99,15.09,2063.11,rainfed,vegetable
S1036980,millet,0.324,12.36,183.93,5.77,6.65,31.84,52.9,116.18,23.97,720.77,rainfed,maize
S1082773,wheat,0.367,46.13,148.1,7.01,21.9,15.89,62.85,369.03,14.33,1353.59,irrigated,vegetable
S1089504,lentil,0.363,41.39,137.29,6.52,12.58,6.6,43.24,129.99,15.29,1788.52,rainfed,vegetable
S1069219,wheat,0.263,26.49,181.03,7.5,15.1,14.57,93.58,140.92,16.95,1233.81,irrigated,fallow
S1041507,rice,0.223,24.38,148.71,8.19,14.32,7.04,66.97,326.73,14.63,586.47,irrigated,maize
S1056405,sugarcane,0.326,27.89,169.36,5.82,16.3,15.89,58.17,176.93,19.29,1094.55,rainfed,vegetable
S1072155,soybean,0.461,31.57,261.9,6.37,8.05,27.89,55.1,281.58,15.25,10.81,irrigated,wheat
S1031409,millet,0.213,7.8,82.07,5.47,9.89,27.51,90.37,354.2,17.14,86.84,rainfed,rice
S1057967,potato,0.473,33.03,276.5,7.7,12.18,11.51,65.85,42.21,16.82,920.23,irrigated,maize
S1073337,soybean,0.316,37.93,165.67,6.94,10.71,-0.26,61.86,148.16,18.13,2004.71,irrigated,pulses
S1046420,lentil,0.316,56.5,111.11,4.84,6.56,19.67,65.96,990.59,18.92,19.65,rainfed,pulses
S1053829,sugarcane,0.306,49.26,287.1,7.16,14.97,16.01,43.94,135.93,15.97,474.14,irrigated,rice
S1068922,soybean,0.326,13.24,180.06,6.56,16.64,23.58,55.51,297.16,16.69,896.7,irrigated,maize
S1002212,lentil,0.47,30.6,368.47,6.02,13.43,29.32,63.57,342.26,13.94,45.02,rainfed,wheat
S1052539,lentil,0.447,51.97,165.46,6.05,13.82,10.03,79.94,103.55,24.34,1755.4,rainfed,wheat
S1095695,soybean,0.234,30.66,63.51,6.79,12.87,22.21,57.86,283.42,14.95,142.48,irrigated,rice
S1004831,rice,0.099,12.33,226.32,5.56,13.33,12.08,24.66,168.58,16.53,1848.67,rainfed,rice
S1093050,wheat,0.168,1.0,247.28,8.04,7.81,14.17,26.37,89.71,15.18,1708.33,irrigated,wheat
S1013773,sugarcane,0.254,41.04,257.61,6.69,16.17,13.53,40.23,186.64,11.94,2007.48,irrigated,pulses
S1098295,maize,0.409,40.66,113.58,4.82,10.71,21.73,50.5,90.57,18.98,28.18,rainfed,rice
S1037179,potato,0.327,44.31,204.12,7.23,5.88,14.6,66.54,213.03,14.66,1075.26,rainfed,maize
S1096711,potato,0.406,28.81,209.46,6.31,5.67,12.07,44.47,553.59,21.87,1603.57,irrigated,pulses
S1057887,maize,0.538,41.62,226.96,5.93,10.87,31.67,79.34,931.29,14.51,1033.21,rainfed,pulses
S1019524,barley,0.297,33.53,184.63,6.6,13.72,9.27,89.49,168.71,22.23,1844.87,irrigated,vegetable
S1053277,wheat,0.131,19.97,220.75,6.86,11.06,10.94,57.84,173.51,17.79,1819.0,rainfed,maize
S1062333,soybean,0.528,38.58,196.55,6.79,5.86,17.01,85.49,199.44,13.78,1699.71,irrigated,rice
S1036960,mustard,0.389,49.36,213.95,7.7,19.0,13.74,59.35,220.82,22.85,1415.39,rainfed,wheat
S1022122,wheat,0.48,37.75,199.48,5.29,22.15,17.06,27.27,213.68,24.08,2385.6,irrigated,vegetable
S1075709,lentil,0.306,38.27,297.97,5.51,17.5,8.14,40.31,624.39,14.34,1859.17,rainfed,maize
S1012966,wheat,0.163,28.63,162.36,6.89,6.84,22.77,44.65,218.15,17.54,1065.25,rainfed,pulses
S1018166,wheat,0.55,55.89,205.82,5.76,18.15,10.71,57.5,356.51,13.19,2459.0,rainfed,wheat
S1035480,wheat,0.449,39.31,91.75,5.8,13.0,31.98,59.31,136.23,23.07,358.96,rainfed,vegetable
S1095852,maize,0.278,40.52,214.05,6.7,11.89,7.17,60.83,630.16,18.37,1010.37,rainfed,pulses
S1043295,soybean,0.274,22.23,191.47,6.87,9.74,19.15,58.82,466.68,15.22,1397.47,rainfed,wheat
S1063283,wheat,0.169,35.06,10.0,6.84,4.73,18.75,77.86,161.17,19.42,1963.14,rainfed,vegetable
S1030334,rice,0.427,37.5,146.71,6.64,16.67,12.21,78.71,1093.36,24.95,1605.75,rainfed,fallow
S1071659,soybean,0.296,46.35,122.27,6.33,14.43,10.39,59.81,277.77,21.39,1957.3,irrigated,wheat
S1065935,wheat,0.198,29.01,141.19,7.26,11.32,15.39,26.58,181.59,19.08,2211.52,rainfed,fallow
S1003166,wheat,0.251,31.65,215.54,7.47,10.36,5.25,75.89,359.0,16.7,2317.78,irrigated,rice
S1068233,rice,0.381,61.15,238.24,6.11,11.52,23.78,43.96,446.33,17.16,23.97,rainfed,wheat
S1043165,wheat,0.229,30.64,97.88,6.52,12.84,13.7,64.0,246.12,23.22,1779.83,rainfed,vegetable
S1068966,millet,0.277,21.54,234.89,5.38,10.47,20.59,48.13,43.26,16.07,1770.41,irrigated,wheat
S1052293,sugarcane,0.19,48.26,229.5,6.11,9.75,14.88,44.76,376.85,8.59,1551.87,rainfed,fallow
S1025011,lentil,0.249,52.93,247.18,7.43,10.59,12.06,59.33,233.98,16.8,1288.91,rainfed,vegetable
S1097548,wheat,0.391,33.48,147.56,6.51,14.38,24.46,77.4,30.81,13.85,1570.98,irrigated,wheat
S1046128,wheat,0.449,45.89,179.98,7.2,15.21,9.69,70.82,318.24,14.39,1905.18,rainfed,maize
S1039183,rice,0.228,27.58,102.31,6.16,6.69,24.33,64.7,28.87,21.25,1499.16,irrigated,pulses
S1077744,wheat,0.558,36.28,130.73,5.82,5.12,17.87,56.44,605.42,9.65,876.72,rainfed,vegetable
S1075307,sugarcane,0.501,56.52,179.7,6.9,5.0,28.39,59.01,515.73,20.15,191.47,rainfed,fallow
S1009845,wheat,0.292,41.72,192.39,6.81,10.85,14.34,81.7,237.91,22.76,1017.02,irrigated,vegetable
S1039548,millet,0.288,35.53,160.12,7.77,9.14,28.27,48.75,48.87,14.14,296.55,rainfed,wheat
S1024934,soybean,0.383,43.54,233.31,6.66,10.2,4.47,93.34,77.64,13.43,670.61,irrigated,rice
S1028601,potato,0.696,53.08,208.2,6.19,9.35,17.58,80.62,61.25,17.8,353.44,rainfed,pulses
S1019124,rice,0.339,17.18,242.84,5.52,14.89,16.41,65.95,583.7,25.5,2071.9,rainfed,maize
S1047493,wheat,0.444,23.17,201.94,6.79,2.94,20.44,49.78,284.78,16.22,232.29,irrigated,rice
S1010981,mustard,0.244,39.29,219.36,6.16,19.76,20.69,54.16,244.96,16.13,1480.48,irrigated,rice
S1012769,barley,0.129,31.18,85.83,7.72,13.11,21.36,54.28,40.16,18.82,897.91,irrigated,fallow
S1089012,mustard,0.645,48.29,211.11,6.43,7.42,21.72,68.57,105.73,13.19,1066.52,rainfed,pulses
S1072811,barley,0.113,48.05,108.09,5.66,9.36,-1.85,85.72,66.83,23.6,1574.38,rainfed,pulses
S1050206,wheat,0.262,45.04,114.19,6.24,7.47,8.86,55.91,284.4,20.6,1765.91,rainfed,vegetable
S1080995,mustard,0.191,20.88,165.0,6.41,6.01,9.53,59.49,130.51,15.26,1547.84,rainfed,vegetable
S1015835,rice,0.39,58.41,184.02,6.35,15.2,10.74,50.67,634.83,12.95,1413.83,irrigated,rice
S1020135,rice,0.485,28.44,154.16,6.32,8.73,25.74,85.6,37.09,17.4,186.97,rainfed,pulses
S1058395,wheat,0.456,41.93,178.02,7.32,7.04,5.88,50.92,133.12,15.64,1901.52,rainfed,fallow
S1054925,maize,0.316,36.56,223.99,7.47,6.98,28.06,62.51,640.85,18.02,2092.59,rainfed,wheat
S1058698,rice,0.248,29.18,61.81,6.29,14.69,10.59,64.19,464.71,16.66,2098.97,irrigated,wheat
S1081435,mustard,0.3,39.29,240.64,6.33,10.5,11.91,58.28,250.13,16.92,1738.47,rainfed,vegetable
S1069018,wheat,0.159,34.69,144.94,7.12,10.3,20.51,73.8,431.08,25.05,1575.61,rainfed,maize
S1045757,rice,0.422,47.09,330.06,5.75,16.09,15.71,54.11,739.53,23.19,1665.25,irrigated,wheat
S1045145,rice,0.23,18.93,39.59,5.53,10.41,18.44,52.13,858.5,18.4,474.3,rainfed,vegetable
S1098710,wheat,0.385,23.46,107.31,6.49,15.08,20.84,82.37,329.32,28.99,1151.82,rainfed,maize
S1034860,sugarcane,0.335,28.06,197.98,5.61,12.87,11.59,83.18,531.7,23.13,2359.71,rainfed,pulses
S1088071,sugarcane,0.324,30.8,115.01,5.76,11.27,9.71,46.42,126.03,14.1,2227.75,irrigated,maize
S1037475,soybean,0.359,36.98,198.99,6.01,18.16,7.43,80.89,471.36,19.86,1423.0,rainfed,vegetable
S1038249,millet,0.185,21.12,233.65,5.94,16.77,15.41,69.87,322.76,17.26,1244.51,rainfed,rice
S1019308,mustard,0.245,15.02,184.63,6.3,5.88,11.63,38.06,215.14,15.0,2239.71,rainfed,wheat
S1004881,lentil,0.364,39.71,150.5,5.39,4.25,9.22,25.13,508.68,17.05,1172.6,irrigated,vegetable
S1065945,potato,0.574,50.65,355.52,7.48,13.96,8.0,52.99,225.96,14.7,2439.23,irrigated,wheat
S1093811,lentil,0.252,29.92,286.92,6.91,5.82,15.67,64.06,217.14,24.09,1972.24,irrigated,maize
S1089479,mustard,0.01,23.41,99.91,9.0,6.9,14.88,62.79,10.55,15.18,1596.81,rainfed,wheat
S1076339,wheat,0.426,20.9,235.66,7.27,9.25,21.65,59.99,239.44,23.11,359.06,rainfed,maize
S1095983,rice,0.392,28.38,178.96,5.73,8.71,8.91,46.26,460.7,13.57,2133.83,rainfed,wheat
S1038091,millet,0.273,28.0,257.35,6.44,11.24,3.54,32.17,114.62,17.96,2155.45,rainfed,pulses
S1053141,wheat,0.182,42.91,160.39,5.63,7.46,21.58,59.05,495.26,22.13,131.78,rainfed,wheat
S1089726,wheat,0.211,24.34,155.95,6.04,5.64,22.26,52.9,147.29,22.45,127.42,rainfed,rice
S1045325,wheat,0.353,36.35,126.47,5.97,17.13,15.56,68.35,129.35,15.75,1457.75,irrigated,vegetable
S1002436,wheat,0.176,47.64,188.88,6.55,6.38,30.38,60.32,223.43,15.95,963.78,rainfed,wheat
S1071940,maize,0.065,15.48,54.94,6.1,13.76,24.64,26.62,183.62,19.97,1657.77,irrigated,wheat
S1072937,millet,0.231,25.62,239.91,6.25,12.38,23.8,37.13,95.89,20.06,314.25,rainfed,vegetable
S1091838,maize,0.691,49.68,210.48,8.05,13.97,30.44,47.52,391.12,15.92,467.77,irrigated,fallow
S1065186,lentil,0.368,50.02,328.63,7.34,8.03,8.76,45.43,1000.6,23.98,1874.67,rainfed,wheat
S1049219,sugarcane,0.264,27.41,255.01,7.62,9.01,17.07,54.12,217.58,22.18,1207.06,rainfed,vegetable
S1001574,rice,0.541,39.86,173.78,6.18,17.49,28.83,36.0,266.42,15.64,541.85,irrigated,rice
S1062392,barley,0.464,36.84,230.87,6.2,7.52,14.51,63.01,468.08,19.34,856.54,rainfed,vegetable
S1041134,soybean,0.32,27.45,58.07,6.64,12.0,13.52,71.42,198.03,15.88,2235.47,irrigated,fallow
S1092901,rice,0.245,41.86,380.8,6.81,7.16,28.6,58.33,599.89,17.71,301.65,rainfed,pulses
S1008620,wheat,0.471,63.34,157.92,6.2,0.1,8.74,47.31,393.84,20.39,2490.03,rainfed,wheat
S1017195,rice,0.396,34.81,293.89,6.51,11.86,28.18,69.37,1008.35,16.31,1012.49,rainfed,fallow
S1097371,sugarcane,0.367,38.91,199.22,6.6,13.35,20.21,42.87,266.34,15.94,862.37,irrigated,maize
S1034789,potato,0.327,56.6,223.84,7.88,7.1,10.06,30.06,214.1,14.59,91.89,irrigated,pulses
S1041443,sugarcane,0.338,36.24,210.93,6.81,5.69,16.35,49.06,193.61,12.96,932.65,rainfed,rice
S1067775,wheat,0.207,36.25,174.76,8.14,8.48,17.59,88.11,252.8,11.48,1995.82,irrigated,pulses
S1058534,mustard,0.387,45.62,221.59,6.85,8.03,21.35,49.0,672.77,12.55,428.17,rainfed,maize
S1046441,rice,0.198,32.56,177.68,5.55,14.12,3.39,58.94,167.39,14.19,2271.29,irrigated,vegetable
S1069600,potato,0.336,42.22,247.33,6.57,3.67,20.17,81.41,113.1,17.95,300.34,rainfed,wheat
S1031796,barley,0.494,42.74,204.43,6.93,11.11,-2.0,74.25,428.74,16.48,2182.28,rainfed,maize
S1025023,wheat,0.275,28.15,114.98,6.6,10.61,15.55,55.13,368.63,21.97,1108.75,rainfed,wheat
S1060537,potato,0.484,38.86,179.61,8.09,17.25,1.99,48.27,324.81,16.29,2431.47,rainfed,pulses
S1041654,wheat,0.522,58.66,218.18,6.41,15.74,10.91,66.2,537.8,18.25,1452.68,rainfed,vegetable
S1087401,rice,0.424,28.77,47.03,7.3,9.17,27.53,89.52,586.59,22.54,380.47,irrigated,vegetable
S1058913,rice,0.361,28.21,266.37,7.4,15.04,4.69,61.58,329.42,27.04,1889.55,rainfed,vegetable
S1075270,potato,0.358,45.78,182.82,5.71,8.35,14.65,62.22,279.99,21.69,1848.57,rainfed,pulses
S1056619,soybean,0.496,41.54,148.41,6.35,24.79,16.58,50.81,572.22,22.27,1736.7,rainfed,vegetable
S1073814,mustard,0.383,52.74,38.66,7.33,21.71,24.05,49.38,236.62,15.83,1621.39,irrigated,rice
S1005540,lentil,0.55,43.0,219.62,5.03,7.78,19.22,84.95,314.14,19.24,266.78,irrigated,wheat
S1030469,lentil,0.282,28.54,157.01,7.73,13.3,2.22,60.15,144.85,16.52,2295.43,rainfed,rice
S1074273,maize,0.113,44.29,160.3,6.54,13.77,21.42,52.47,557.31,25.07,235.44,rainfed,vegetable
S1082499,rice,0.28,46.63,128.53,6.86,10.01,28.45,71.87,622.15,13.73,627.66,irrigated,wheat
S1089776,sugarcane,0.339,30.95,259.06,7.43,18.06,9.41,41.51,849.94,15.21,2336.9,rainfed,wheat
S1099505,mustard,0.204,15.3,171.62,7.77,8.21,15.62,56.41,923.42,24.2,2474.53,irrigated,pulses
S1074858,millet,0.288,44.14,213.33,5.62,6.45,15.55,57.45,123.99,14.58,502.02,rainfed,pulses
S1071575,barley,0.184,44.71,197.98,6.73,7.91,14.22,71.34,214.38,18.47,1645.43,irrigated,maize
S1035741,rice,0.521,35.68,222.42,6.79,9.63,18.9,39.34,326.14,20.0,1506.17,rainfed,vegetable
S1032426,barley,0.357,33.78,181.11,6.56,4.36,14.86,65.72,457.12,14.73,2019.42,irrigated,maize
S1085847,barley,0.398,54.68,169.84,6.95,12.95,15.45,55.79,160.29,19.79,1203.48,rainfed,vegetable
S1063154,mustard,0.198,36.27,298.58,6.58,13.06,25.95,63.77,175.67,20.37,1071.97,rainfed,rice
S1013506,wheat,0.31,1.0,162.71,6.53,10.62,21.87,62.26,154.46,22.0,1379.38,rainfed,maize
S1075617,rice,0.252,52.33,230.86,8.08,8.95,29.26,59.09,990.81,15.38,581.82,irrigated,maize
S1093243,maize,0.389,38.99,205.36,6.39,20.03,15.17,34.37,214.06,19.52,1358.84,rainfed,vegetable
S1018063,barley,0.277,34.3,149.65,7.71,12.23,7.63,44.62,214.09,11.65,2494.77,rainfed,rice
S1067724,soybean,0.401,42.4,148.66,4.72,0.92,17.69,70.48,683.71,20.89,872.57,rainfed,vegetable
S1015865,sugarcane,0.278,50.79,228.21,6.3,10.15,14.08,90.01,664.43,18.76,192.17,rainfed,vegetable
S1006804,wheat,0.335,45.9,146.89,6.53,17.83,17.09,91.91,997.08,18.82,1083.13,rainfed,maize
S1090354,wheat,0.015,17.57,193.32,6.34,13.69,9.87,61.84,612.14,16.33,2232.97,rainfed,rice
S1051130,rice,0.247,6.65,118.49,6.89,24.48,13.26,46.5,81.66,15.58,2208.06,irrigated,wheat
S1065189,wheat,0.22,40.3,195.09,7.36,18.08,19.26,62.57,158.94,9.04,1788.82,rainfed,maize
S1070145,wheat,0.412,33.83,150.48,7.03,10.8,13.78,65.75,109.24,19.47,1947.1,irrigated,rice
S1009293,rice,0.384,44.16,289.4,5.96,11.46,20.0,52.4,95.86,24.12,1412.68,irrigated,pulses
S1086712,sugarcane,0.389,33.13,249.4,6.79,0.1,25.26,62.72,65.09,14.63,525.46,irrigated,vegetable
S1022915,wheat,0.513,39.49,225.5,6.07,9.37,22.27,59.29,176.26,18.44,1506.09,rainfed,pulses
S1030174,barley,0.476,31.79,277.53,5.14,13.51,17.16,42.42,234.39,14.65,1035.57,rainfed,pulses
S1087008,barley,0.354,41.03,159.5,7.46,12.69,15.67,62.99,340.63,23.15,808.44,rainfed,pulses
S1044418,lentil,0.252,47.86,167.4,5.89,16.49,17.68,55.19,398.64,23.39,1829.77,rainfed,wheat
S1019823,barley,0.356,33.16,187.53,6.23,0.79,17.08,44.47,164.05,18.15,1276.01,rainfed,pulses
S1025584,mustard,0.53,28.01,279.02,6.1,19.09,11.28,77.68,386.24,11.93,1607.89,irrigated,fallow
S1065541,lentil,0.376,41.28,176.6,6.54,7.37,15.58,56.32,305.77,12.68,1236.01,rainfed,wheat
